"City","Pop","Over3500","Turnout","Over3500F"
"City269",4041,1,61.7281897445488,"PR"
"City270",2019,0,52.193183537328,"Plurality"
"City271",8996,1,42.5380127034443,"PR"
"City272",9684,1,43.9489762630309,"PR"
"City273",3438,0,62.5180044011566,"Plurality"
"City274",5613,1,53.2610740013426,"PR"
"City275",8796,1,44.56448672938,"PR"
"City276",441,0,63.4581972023423,"Plurality"
"City277",7185,1,53.5573343024525,"PR"
"City278",2229,0,46.717634012476,"Plurality"
"City279",8962,1,48.4678297957689,"PR"
"City280",2370,0,60.5805282511903,"Plurality"
"City281",2201,0,52.0724474670681,"Plurality"
"City282",4700,1,56.9843462763811,"PR"
"City283",5817,1,55.0591082960756,"PR"
"City284",7809,1,36.8271068800469,"PR"
"City285",9628,1,34.7160570207239,"PR"
"City286",782,0,54.7918001530361,"Plurality"
"City287",6499,1,46.5944939670942,"PR"
"City288",2893,0,55.3171140705004,"Plurality"
"City289",4210,1,54.3193340704017,"PR"
"City290",3146,0,59.6815466824128,"Plurality"
"City291",5808,1,54.9944318052512,"PR"
"City292",9055,1,48.5355350419291,"PR"
"City293",5393,1,55.6802103250688,"PR"
"City294",4790,1,58.9664382720561,"PR"
"City295",7538,1,47.8955421703347,"PR"
"City296",1527,0,51.2199749563569,"Plurality"
"City297",8876,1,51.0765672548563,"PR"
"City298",9308,1,43.5254269766162,"PR"
"City299",9962,1,47.9590334338264,"PR"
"City300",1886,0,60.9921098067823,"Plurality"
"City301",3761,1,59.5027647942988,"PR"
"City302",4537,1,48.1691110371757,"PR"
"City303",8072,1,40.6960568449767,"PR"
"City304",5422,1,51.7408718128522,"PR"
"City305",8001,1,48.0356148536184,"PR"
"City306",8391,1,52.796167577375,"PR"
"City307",3649,1,59.6949931163642,"PR"
"City308",2395,0,56.8648892802043,"Plurality"
"City309",6085,1,56.5253521130781,"PR"
"City310",3874,1,65.0017831918092,"PR"
"City311",7390,1,47.6247290725466,"PR"
"City312",1369,0,56.1396236457476,"Plurality"
"City313",2574,0,51.1191577680646,"Plurality"
"City314",8818,1,48.4447126926559,"PR"
"City315",8959,1,41.9081263863192,"PR"
"City316",3992,1,61.2495095734885,"PR"
"City317",8775,1,50.4860567756287,"PR"
"City318",1121,0,55.0843925422242,"Plurality"
"City319",2094,0,56.1206319515846,"Plurality"
"City320",7670,1,52.8060559219178,"PR"
"City321",281,0,58.2640196627872,"Plurality"
"City322",8471,1,59.0641540692643,"PR"
"City323",4171,1,58.4965908805821,"PR"
"City324",1913,0,58.7299843034145,"Plurality"
"City325",5312,1,61.2432001309425,"PR"
"City326",9258,1,52.0581392209491,"PR"
"City327",3229,0,48.7687212764644,"Plurality"
"City328",4049,1,56.1668066516063,"PR"
"City329",2888,0,48.3568699251385,"Plurality"
"City330",7303,1,47.4818458081814,"PR"
"City331",8366,1,55.796020217799,"PR"
"City332",9178,1,48.3565473684345,"PR"
"City333",1906,0,58.3675546897683,"Plurality"
"City334",6702,1,53.7036297702055,"PR"
"City335",518,0,57.9750089872084,"Plurality"
"City336",1805,0,55.6687624386687,"Plurality"
"City337",1641,0,58.6815475679149,"Plurality"
"City338",676,0,57.7655929373203,"Plurality"
"City339",5113,1,57.1127085488655,"PR"
"City340",3847,1,56.2899233573584,"PR"
"City341",2304,0,49.0435579988094,"Plurality"
"City342",820,0,61.593210985912,"Plurality"
"City343",8619,1,44.4392100827945,"PR"
"City344",8567,1,47.811766998872,"PR"
"City345",4061,1,61.1595918003579,"PR"
"City346",1131,0,46.6703954027755,"Plurality"
"City347",1245,0,49.2076302489466,"Plurality"
"City348",5645,1,55.1071464147889,"PR"
"City349",8451,1,49.1931913125053,"PR"
"City350",9273,1,45.5086995561299,"PR"
"City351",3818,1,62.6722339184194,"PR"
"City352",6368,1,51.9874897954897,"PR"
"City353",8511,1,37.809350696242,"PR"
"City354",9971,1,51.1545497295955,"PR"
"City355",9645,1,43.7782456285672,"PR"
"City356",7171,1,58.5454968699765,"PR"
"City357",7336,1,52.0173291819742,"PR"
"City358",255,0,54.0022933995335,"Plurality"
"City359",8297,1,38.7825104877451,"PR"
"City360",9308,1,49.6082978321463,"PR"
"City361",2375,0,48.1594630284219,"Plurality"
"City362",9621,1,49.7905535628549,"PR"
"City363",135,0,56.1870697851573,"Plurality"
"City364",2425,0,50.4637461656279,"Plurality"
"City365",6188,1,51.7109501328079,"PR"
"City366",5764,1,54.7453444573774,"PR"
"City367",5903,1,56.2113202353522,"PR"
"City368",7709,1,50.9011905290853,"PR"
"City369",6994,1,49.118999803683,"PR"
"City370",7561,1,48.886800224717,"PR"
"City371",9047,1,53.1475888712944,"PR"
"City372",3848,1,57.449746108798,"PR"
"City373",591,0,62.6378289753497,"Plurality"
"City374",6360,1,49.3776427856658,"PR"
"City375",3168,0,50.5163254173422,"Plurality"
"City376",376,0,60.0680339071987,"Plurality"
"City377",7270,1,48.4843110996052,"PR"
"City378",6278,1,50.0743060832519,"PR"
"City379",6011,1,61.2788334201942,"PR"
"City380",965,0,57.219008593063,"Plurality"
"City381",3960,1,56.6680447058091,"PR"
"City382",998,0,64.2261074643487,"Plurality"
"City383",3460,0,57.3781388988512,"Plurality"
"City384",96,0,54.0020641801023,"Plurality"
"City385",4685,1,57.4316216505052,"PR"
"City386",1415,0,55.9425070287843,"Plurality"
"City387",1908,0,50.1715728928627,"Plurality"
"City388",3823,1,55.897873857171,"PR"
"City389",7609,1,40.0410620062965,"PR"
"City390",4750,1,59.6491738041816,"PR"
"City391",4224,1,54.9283248509404,"PR"
"City392",6788,1,60.2151641523775,"PR"
"City393",7825,1,60.4733006593404,"PR"
"City394",9577,1,47.0264206491448,"PR"
"City395",2924,0,53.6611480561279,"Plurality"
"City396",4580,1,51.7595586594597,"PR"
"City397",6752,1,54.6702088360288,"PR"
"City398",8945,1,58.109522188008,"PR"
"City399",5060,1,55.7873971572647,"PR"
"City400",8594,1,45.0157161456971,"PR"
"City401",7146,1,53.196885464115,"PR"
"City402",792,0,59.0447017970735,"Plurality"
"City403",8503,1,42.473399730404,"PR"
"City404",7272,1,42.9708796197691,"PR"
"City405",7775,1,53.4359422138286,"PR"
"City406",793,0,64.2739972549547,"Plurality"
"City407",4048,1,66.3421359733227,"PR"
"City408",7470,1,55.7017392458913,"PR"
"City409",8795,1,45.9890764737386,"PR"
"City410",8214,1,47.3599709096475,"PR"
"City411",6512,1,51.0734157755712,"PR"
"City412",8645,1,61.6492409442759,"PR"
"City413",1864,0,59.15985635084,"Plurality"
"City414",351,0,60.029890815099,"Plurality"
"City415",5564,1,55.6195071189476,"PR"
"City416",4230,1,59.4712724973421,"PR"
"City417",107,0,66.8868803385996,"Plurality"
"City418",2435,0,56.8406570509555,"Plurality"
"City419",3246,0,55.2629533293646,"Plurality"
"City420",5007,1,46.3139645139532,"PR"
"City421",9038,1,45.7063268677283,"PR"
"City422",7937,1,54.7643161370143,"PR"
"City423",2598,0,53.0266753482109,"Plurality"
"City424",2450,0,57.177599710012,"Plurality"
"City425",1491,0,53.3933693984842,"Plurality"
"City426",953,0,58.5004931438323,"Plurality"
"City427",1228,0,53.9032440430024,"Plurality"
"City428",4941,1,45.0323808756208,"PR"
"City429",8374,1,47.5513963117662,"PR"
"City430",9479,1,44.0484401615343,"PR"
"City431",7451,1,47.9023158469406,"PR"
"City432",3098,0,53.6402027817502,"Plurality"
"City433",8174,1,42.2846886186786,"PR"
"City434",5645,1,50.0530093592749,"PR"
"City435",7400,1,53.1602013312172,"PR"
"City436",8841,1,50.8801436561665,"PR"
"City437",833,0,52.0385317649338,"Plurality"
"City438",289,0,52.8756760583933,"Plurality"
"City439",7209,1,41.6516199816552,"PR"
"City440",7780,1,49.1691339455299,"PR"
"City441",3039,0,55.5820342202886,"Plurality"
"City442",1099,0,59.0369022907339,"Plurality"
"City443",319,0,51.7341961663031,"Plurality"
"City444",2664,0,48.8787394623843,"Plurality"
"City445",3083,0,56.901716020501,"Plurality"
"City446",4566,1,57.5632036909755,"PR"
"City447",6211,1,59.6112696118697,"PR"
"City448",7147,1,37.6132175002011,"PR"
"City449",8981,1,51.7552923465442,"PR"
"City450",6562,1,50.270763041254,"PR"
"City451",8213,1,61.6641184288163,"PR"
"City452",8720,1,53.9334145809548,"PR"
"City453",3292,0,50.3566216906268,"Plurality"
"City454",3514,1,58.432267582497,"PR"
"City455",3155,0,56.5025929390445,"Plurality"
"City456",115,0,61.6534669587995,"Plurality"
"City457",7674,1,51.3774715612183,"PR"
"City458",8786,1,46.0837783549994,"PR"
"City459",4189,1,57.6616527239677,"PR"
"City460",7773,1,45.9412396799159,"PR"
"City461",5801,1,56.6941302325993,"PR"
"City462",9004,1,39.7982263574765,"PR"
"City463",5303,1,65.9109680894924,"PR"
"City464",3601,1,49.8894249126901,"PR"
"City465",8335,1,52.7551984846938,"PR"
"City466",1050,0,59.5604025820046,"Plurality"
"City467",1236,0,61.8943606137479,"Plurality"
"City468",2787,0,52.4219676271904,"Plurality"
"City469",3930,1,56.9079544154109,"PR"
"City470",1873,0,49.9604914353977,"Plurality"
"City471",7199,1,44.4834661284636,"PR"
"City472",8368,1,54.7278443640801,"PR"
"City473",7116,1,59.1014319450445,"PR"
"City474",3069,0,60.0404630379921,"Plurality"
"City475",687,0,60.8898199428127,"Plurality"
"City476",6623,1,53.3801975444584,"PR"
"City477",8199,1,48.768354109234,"PR"
"City478",4317,1,55.3811350911847,"PR"
"City479",7555,1,48.8084568667754,"PR"
"City480",1884,0,60.6688833950369,"Plurality"
"City481",3695,1,60.3728800609361,"PR"
"City482",4531,1,50.3213494104753,"PR"
"City483",9078,1,34.9671796942637,"PR"
"City484",1618,0,55.4191086168263,"Plurality"
"City485",3554,1,59.579534832595,"PR"
"City486",2034,0,57.5625731527441,"Plurality"
"City487",3205,0,56.059134720367,"Plurality"
"City488",3605,1,51.2396263807859,"PR"
"City489",8217,1,44.9351225391125,"PR"
"City490",1245,0,58.3954938001812,"Plurality"
"City491",6770,1,44.2353868662124,"PR"
"City492",3066,0,46.5839269256462,"Plurality"
"City493",5410,1,59.8105396754149,"PR"
"City494",3640,1,56.2769402786223,"PR"
"City495",8148,1,50.4901088527909,"PR"
"City496",9619,1,46.015672583049,"PR"
"City497",5974,1,57.3618970855381,"PR"
"City498",8933,1,38.2422293915393,"PR"
"City499",8816,1,54.6606626470724,"PR"
"City500",1298,0,60.5394091294587,"Plurality"
