"ID","Y","T","F"
178,0.752658543589006,0,0
179,-1.15925798406197,0,1
180,-0.328450151531529,1,0
181,1.78798364178538,1,0
182,0.122161690761111,1,0
183,-0.127347773392357,0,0
184,2.25954371489109,1,0
185,1.41797682546066,1,1
186,3.80270166430652,1,1
187,0.158046406620123,0,0
188,1.2745919531531,0,1
189,-0.441603710079525,0,1
190,1.8169445158898,1,0
191,-0.468612206278537,0,0
192,-0.210598529460533,0,0
193,-1.03789464890325,0,0
194,2.01170149149508,1,0
195,1.37875993114095,0,0
196,1.66015591834035,0,1
197,3.21046265738572,1,1
198,-1.45761598228227,0,0
199,2.58973807358497,1,0
200,1.75948334827162,1,0
201,1.48181027347587,0,1
202,1.19331224431125,1,0
203,1.72070657045054,1,1
204,1.79033878853908,0,0
205,1.91716791914255,0,1
206,1.98554494170788,1,0
207,-0.055682530421726,0,1
208,1.4471233293038,1,0
209,0.213666854128797,1,0
210,0.43703225173948,0,0
211,2.30224309810569,1,1
212,-0.247099427622843,0,1
213,1.42591064953472,0,1
214,4.257618419292,1,1
215,3.57343514521657,1,1
216,2.16799232213408,1,1
217,0.00820393109282547,1,1
218,1.47385303091003,0,0
219,2.25095593353993,0,1
220,0.0207194299404699,0,0
221,-0.0277796294316142,0,0
222,1.61193334695567,1,0
223,0.77874163467171,0,1
224,0.335192352342108,0,1
225,1.02036607977506,0,0
226,1.08033890615265,1,0
227,2.33204085112401,1,1
228,0.579244850711105,0,0
229,1.14409749326638,0,0
230,1.31589769079327,0,1
231,-1.5151809171531,0,1
232,3.18584883490488,1,1
233,0.583111566520778,0,1
234,2.00374643928013,1,1
235,0.868696020230792,0,0
236,1.46457887263068,0,0
237,-1.3053451201678,0,0
238,-0.744816077685889,1,0
239,-0.524736761580987,0,1
240,2.0624261393353,1,1
241,4.29810442198435,1,1
242,1.47731028122472,0,1
243,0.889101192915116,1,1
244,-1.47344974899865,0,0
245,1.19451766425612,0,0
246,2.50094594318767,1,1
247,3.23201593851159,1,1
248,2.07880232740719,1,0
249,4.65369951422537,1,1
250,1.39534820147272,0,0
251,2.38918058841611,0,1
252,0.858098150010762,0,1
253,0.0930241777458187,0,0
254,-0.0153513957505753,0,0
255,1.59416013623794,1,0
256,2.15655277273068,0,1
257,2.2038878712872,1,1
258,0.541662427700349,0,0
259,5.08981566149851,1,1
260,1.81770972791783,0,0
261,0.233542387152282,0,1
262,0.843008425539413,0,0
263,-0.0704708030046959,0,1
264,2.8705725386722,1,1
265,0.403453370319848,0,0
266,1.2994817288139,0,0
267,2.82081741098527,1,0
268,0.493550996820806,0,1
269,2.83384217634712,1,1
270,1.46651575027153,1,1
271,3.391176776315,1,1
272,1.90750362341443,1,1
273,2.54348603541857,1,1
274,0.721143303050904,0,1
275,3.61384751016683,1,1
276,1.32690779196121,0,1
277,2.49681632848497,1,1
278,1.91080445824991,1,0
279,1.55217730199975,0,1
280,3.26294215445902,1,1
281,0.656869794265741,0,0
282,0.440045408131528,0,1
283,0.162793092076374,0,0
284,1.24326258698532,1,0
285,-1.22483800878267,0,1
286,1.87002244920559,1,0
287,1.56675239153145,0,1
288,2.01108481532133,1,0
289,-0.979283813224164,0,0
290,0.913464803603043,0,0
291,2.15855094911049,1,1
292,0.0564777417858091,0,1
293,1.3258939456897,1,1
294,0.869940869653614,0,0
295,3.07033857636253,1,1
296,0.534612155876573,0,1
297,2.33410253761105,1,0
298,0.327124505133368,0,1
299,1.07379046583336,0,0
300,3.34210312174448,1,1
301,0.789968568113557,0,0
302,1.5413495751911,0,1
303,0.10359982883125,0,1
304,1.1602356034487,0,0
305,3.08084025223439,1,1
306,1.14739534510594,1,0
307,2.2063185043019,1,1
308,4.02718928885108,1,1
309,1.89480303982646,0,1
310,2.16751632932089,1,1
311,1.49959259708457,1,1
312,1.54444925094873,0,1
313,0.796241192293921,1,0
314,0.892293829826203,1,1
315,1.09029972744551,0,1
316,3.66434692253999,1,1
317,0.816038524284736,0,0
318,2.02392876275511,1,1
319,1.61478509182393,1,1
320,0.54989026685895,0,1
321,0.849475432226617,1,0
322,0.301159680027426,1,0
323,1.68893673538821,0,1
324,2.48650159180477,1,1
325,2.85085430012641,1,0
326,4.50486358412855,1,1
327,-0.862363991313797,0,0
328,-0.343933218783113,0,1
329,0.912077423275045,0,1
330,1.62748407404418,1,0
331,1.14916177173744,1,0
332,1.40543682553193,0,0
333,1.73499593971973,0,0
334,2.48788046021489,1,0
335,2.57685722190317,1,1
336,1.21926548382163,1,0
337,2.83214888649936,1,1
338,0.460742752844025,1,1
339,-0.624384074436441,0,1
340,0.228882975804297,0,0
341,-0.152570531070571,1,0
342,1.1395234733147,1,0
343,1.00780913975972,1,0
344,0.706121661699877,1,0
345,1.83873148876472,0,1
346,0.723464813703614,0,0
347,0.766493966318005,0,0
348,1.10551866835524,1,1
349,1.38248931702484,1,0
350,2.48150187509897,1,1
351,2.66004839962827,1,1
352,2.39537832443838,1,1
353,-2.36484317491434,0,0
354,2.41680653736414,0,0
355,-0.184448743694016,0,0
356,1.9553895588315,1,1
357,0.863559142273525,0,1
358,1.96339228427491,0,1
359,-0.119948397059597,1,0
360,3.66256648029453,1,1
361,0.693915422405594,0,0
362,1.39170502096869,1,0
363,2.03548002873969,1,1
364,2.32689309565183,1,0
365,0.0772779831194373,0,0
366,1.28181209190107,0,0
367,3.08300280103566,1,1
368,0.334307048791512,0,1
369,1.57910802533908,0,1
370,4.59328165488616,1,1
371,3.03225470337464,1,1
372,1.93963704474506,0,1
373,2.59399176067305,1,0
374,0.794548213788196,1,1
375,-0.0740015404378168,0,0
376,3.7586339455269,1,1
377,1.48640929657649,1,0
378,-0.951182431709334,0,0
379,0.276363464367675,0,0
380,3.07644139963993,1,1
381,-0.317393784326527,1,0
382,-0.770126786990955,0,0
383,0.861095968766898,0,1
384,0.115468339628738,0,1
385,3.5262691847302,1,1
386,0.993033641064658,0,0
387,0.659927567583405,1,0
388,-0.929199662208033,0,1
389,0.323759253888409,0,0
390,2.76872459117598,1,1
391,2.68904205093837,0,1
392,2.13576151733993,0,1
393,1.59290477569871,1,1
394,-0.553745443993897,0,0
395,0.21953386292796,0,1
396,-0.59567651702838,0,0
397,1.72388995775433,0,0
398,0.825509505739502,1,0
399,1.45643668809461,0,1
400,1.2167286485234,1,0
401,3.31549234831696,1,1
402,0.995740611950827,0,0
403,1.39658366471492,0,1
404,1.32370220593943,0,1
405,1.94745256293272,1,0
406,0.576045778533499,0,0
407,2.55672829497995,1,1
408,1.52357131666659,1,0
409,3.23645878690116,0,0
410,-1.25423493670721,0,0
411,3.23061407694533,1,1
412,2.9312489515276,1,0
413,2.13871568430345,1,1
414,1.94746504268684,1,0
415,1.94958141971468,1,0
416,-0.448905033469622,0,1
417,1.8262172023346,1,0
418,2.17770998283893,1,0
419,0.763662348234955,0,0
420,1.8887657828421,0,0
421,2.37904804559703,1,0
422,1.42191740852428,1,0
423,2.26369656717133,1,0
424,0.267943220341237,1,0
425,1.37480125730489,1,0
426,0.969583550889312,1,0
427,1.07756736817466,1,0
428,0.811321049346831,1,0
429,2.79529202122476,1,1
430,1.57180930997918,1,0
431,0.674272372921106,0,0
432,1.76368442974892,0,0
433,1.15170621127188,1,1
434,2.81450947667825,1,1
435,-0.120978161332231,0,0
436,3.53659535210792,1,1
437,0.775464504835968,0,0
438,-1.37482729740437,0,1
439,2.68926475692551,1,1
440,-2.27947786599518,0,1
441,-0.166506916412175,0,1
442,2.18206459069118,1,1
443,1.77564094709145,1,1
444,0.252240008060666,0,1
445,1.67201864595402,1,0
446,3.35541808222233,1,1
447,1.39354288004454,0,0
448,1.86660917962679,1,1
449,1.01036367453047,1,0
450,1.6113415886964,0,0
451,3.01960077812248,1,0
452,1.18681742323781,0,0
453,2.43962677403394,1,1
454,0.192333042345604,0,1
455,0.867308968903713,0,0
456,1.189855844067,0,1
457,0.402329252081373,0,1
458,-0.836302819967448,1,0
459,1.33021801963386,0,1
460,0.509879703692773,0,1
461,1.63740646853689,1,1
462,1.94289310565686,1,1
463,1.28332356982,1,0
464,-0.370401286468117,1,1
465,1.14544116484401,0,0
466,1.15044926241312,1,1
467,2.36398589684149,1,0
468,-0.427909494623038,0,1
469,0.549254441043779,1,1
470,-0.363363938892482,0,0
471,1.4954392836667,1,0
472,0.625593529201268,1,0
473,1.9268527178094,1,0
474,-1.07727766124956,0,1
475,0.881663410505985,0,0
476,-0.361949418973278,0,1
477,2.04096000093773,1,1
478,3.57835084858298,1,0
479,1.60508541668434,1,0
480,1.30359951429296,0,1
481,0.677180993712055,0,0
482,0.918032048077939,0,1
483,3.2739331496631,1,1
484,2.48802230656163,1,1
485,0.681049454611251,1,0
486,0.576903782876993,1,1
487,-0.516548899491543,0,1
488,1.30080908771654,1,1
489,-1.11064183083213,0,1
490,0.895743867881527,1,0
491,0.757288132400184,0,1
492,0.791205800095417,0,1
493,1.97598764492618,1,1
494,-0.364956979453924,0,1
495,-0.15528658593222,0,0
496,1.34617388936357,0,1
497,1.65995227074869,1,0
498,0.0675642739227363,0,1
499,0.623131958328085,0,0
500,3.02761570558789,1,0
